id_produto,loja,data,quantidade_estoque
17,Loja 2,2024-12-16,1101
12,Loja 5,2024-11-06,56
24,Loja 1,2024-10-12,159
24,Loja 6,2024-12-18,132
50,Loja 5,2024-09-30,223
17,Loja 2,2024-09-07,521
1,Loja 4,2024-12-12,52
6,Loja 6,2024-12-05,65
1,Loja 1,2024-12-07,223
40,Loja 4,2024-12-29,45
52,Loja 4,2024-11-20,253
54,Loja 6,2024-12-11,251
49,Loja 3,2024-09-01,473
27,Loja 3,2024-12-24,562
24,Loja 5,2024-10-29,453
54,Loja 5,2024-10-30,392
39,Loja 5,2024-10-18,362
26,Loja 6,2024-09-02,339
49,Loja 3,2024-12-06,315
8,Loja 5,2024-10-17,315
60,Loja 4,2024-11-15,395
14,Loja 5,2024-12-24,417
5,Loja 6,2024-11-16,108
60,Loja 5,2024-09-22,66
35,Loja 6,2024-09-03,114
23,Loja 1,2024-11-05,30
54,Loja 5,2024-12-12,317
25,Loja 5,2024-11-25,234
9,Loja 1,2024-11-12,90
16,Loja 3,2024-10-25,164
58,Loja 5,2024-12-02,528
6,Loja 2,2024-11-07,253
2,Loja 3,2024-12-19,215
57,Loja 3,2024-10-22,174
8,Loja 3,2024-12-02,191
49,Loja 2,2024-10-14,83
30,Loja 5,2024-09-24,271
5,Loja 3,2024-11-03,224
33,Loja 3,2024-12-13,139
39,Loja 3,2024-11-24,67
41,Loja 3,2024-12-30,279
11,Loja 3,2024-11-19,166
2,Loja 3,2024-09-11,553
14,Loja 6,2024-09-22,194
55,Loja 2,2024-09-29,349
19,Loja 1,2024-09-01,360
54,Loja 3,2024-11-25,202
13,Loja 1,2024-09-07,130
3,Loja 2,2024-11-10,33
39,Loja 4,2024-10-17,448
39,Loja 4,2024-09-23,255
51,Loja 4,2024-10-27,162
1,Loja 5,2024-09-08,515
16,Loja 3,2024-09-01,342
52,Loja 4,2024-12-20,295
3,Loja 6,2024-11-08,50
18,Loja 4,2024-09-07,312
6,Loja 5,2024-12-17,16
48,Loja 5,2024-10-08,129
2,Loja 5,2024-10-18,291
57,Loja 6,2024-12-24,126
54,Loja 6,2024-11-27,346
10,Loja 2,2024-10-29,165
15,Loja 3,2024-09-20,371
54,Loja 4,2024-10-12,356
29,Loja 5,2024-12-21,775
35,Loja 5,2024-09-28,328
16,Loja 6,2024-12-11,317
32,Loja 5,2024-10-06,720
7,Loja 2,2024-10-27,881
36,Loja 1,2024-10-19,84
39,Loja 3,2024-09-06,136
49,Loja 1,2024-12-05,342
5,Loja 5,2024-09-01,380
16,Loja 4,2024-11-07,423
5,Loja 1,2024-09-25,175
44,Loja 1,2024-09-19,103
46,Loja 6,2024-09-05,670
43,Loja 2,2024-10-16,140
24,Loja 5,2024-09-14,752
12,Loja 2,2024-12-28,20
22,Loja 2,2024-11-03,254
30,Loja 6,2024-09-19,88
32,Loja 2,2024-12-18,30
24,Loja 2,2024-10-13,278
57,Loja 4,2024-11-23,335
15,Loja 5,2024-10-11,310
22,Loja 6,2024-10-17,42
57,Loja 2,2024-12-29,444
35,Loja 5,2024-12-20,73
48,Loja 6,2024-12-27,220
21,Loja 5,2024-12-12,126
11,Loja 5,2024-10-22,141
23,Loja 4,2024-11-24,465
16,Loja 2,2024-10-28,116
17,Loja 1,2024-12-01,502
42,Loja 5,2024-12-09,67
40,Loja 2,2024-10-11,338
60,Loja 6,2024-10-13,218
19,Loja 1,2024-09-21,223
30,Loja 4,2024-09-04,135
23,Loja 2,2024-10-07,37
9,Loja 2,2024-12-15,233
23,Loja 2,2024-12-31,6
2,Loja 3,2024-11-04,224
44,Loja 2,2024-10-12,77
6,Loja 3,2024-10-12,271
15,Loja 6,2024-10-24,811
9,Loja 6,2024-12-01,414
11,Loja 2,2024-10-22,236
29,Loja 5,2024-09-14,583
11,Loja 4,2024-09-30,196
41,Loja 1,2024-11-20,368
1,Loja 3,2024-10-18,93
4,Loja 2,2024-11-25,758
19,Loja 1,2024-11-22,137
27,Loja 2,2024-09-15,233
59,Loja 4,2024-12-24,590
58,Loja 4,2024-10-27,869
12,Loja 1,2024-09-17,277
30,Loja 4,2024-11-07,218
23,Loja 6,2024-12-10,183
58,Loja 6,2024-10-26,492
52,Loja 4,2024-09-07,153
7,Loja 6,2024-09-28,507
9,Loja 6,2024-10-10,389
53,Loja 6,2024-11-10,449
6,Loja 1,2024-12-13,86
31,Loja 5,2024-11-18,302
40,Loja 6,2024-11-01,82
35,Loja 4,2024-12-15,231
38,Loja 3,2024-09-13,380
55,Loja 2,2024-10-10,457
51,Loja 1,2024-12-02,977
51,Loja 1,2024-12-07,1076
3,Loja 1,2024-10-08,284
17,Loja 2,2024-09-04,614
37,Loja 6,2024-11-14,231
45,Loja 4,2024-10-09,113
52,Loja 3,2024-09-04,357
47,Loja 4,2024-11-17,470
17,Loja 3,2024-11-26,330
41,Loja 4,2024-11-12,231
30,Loja 4,2024-11-20,203
45,Loja 5,2024-10-24,332
58,Loja 6,2024-09-13,448
1,Loja 4,2024-11-25,76
22,Loja 1,2024-10-01,56
52,Loja 2,2024-12-26,200
20,Loja 3,2024-09-29,371
32,Loja 1,2024-12-24,482
31,Loja 4,2024-09-12,272
6,Loja 3,2024-12-02,260
15,Loja 3,2024-10-12,422
14,Loja 6,2024-10-15,284
14,Loja 4,2024-10-18,160
10,Loja 2,2024-11-16,124
16,Loja 3,2024-09-07,494
16,Loja 4,2024-11-11,394
4,Loja 6,2024-11-14,179
45,Loja 3,2024-12-31,512
9,Loja 3,2024-10-15,142
42,Loja 1,2024-10-28,164
12,Loja 2,2024-11-28,52
56,Loja 5,2024-11-14,26
4,Loja 2,2024-09-20,382
4,Loja 3,2024-12-19,204
2,Loja 4,2024-10-22,117
37,Loja 6,2024-12-18,201
32,Loja 1,2024-12-25,457
37,Loja 4,2024-09-16,456
56,Loja 6,2024-10-13,137
1,Loja 1,2024-12-10,179
45,Loja 3,2024-11-06,873
19,Loja 3,2024-12-22,363
1,Loja 1,2024-10-01,297
35,Loja 1,2024-12-30,1270
11,Loja 6,2024-12-23,20
26,Loja 1,2024-09-22,233
41,Loja 2,2024-10-29,367
10,Loja 2,2024-09-18,344
59,Loja 2,2024-12-08,1135
10,Loja 3,2024-11-03,413
37,Loja 3,2024-09-28,1021
38,Loja 1,2024-10-14,76
17,Loja 4,2024-09-10,349
11,Loja 2,2024-11-02,249
7,Loja 1,2024-09-03,205
38,Loja 4,2024-11-24,422
7,Loja 1,2024-09-26,156
40,Loja 5,2024-11-04,538
30,Loja 2,2024-09-08,476
11,Loja 5,2024-11-12,156
22,Loja 5,2024-11-05,164
9,Loja 3,2024-12-08,112
33,Loja 4,2024-11-02,551
26,Loja 2,2024-10-25,353
12,Loja 2,2024-09-14,88
8,Loja 1,2024-11-06,322
59,Loja 3,2024-10-29,314
26,Loja 3,2024-11-27,388
58,Loja 6,2024-11-07,325
49,Loja 3,2024-09-15,319
51,Loja 1,2024-10-04,634
27,Loja 6,2024-09-21,321
58,Loja 4,2024-11-29,805
15,Loja 1,2024-11-11,320
5,Loja 5,2024-10-14,224
12,Loja 1,2024-11-29,515
20,Loja 4,2024-12-21,59
54,Loja 5,2024-10-25,367
47,Loja 5,2024-12-25,77
3,Loja 5,2024-09-09,107
41,Loja 3,2024-10-21,104
25,Loja 6,2024-12-24,705
60,Loja 1,2024-09-05,253
33,Loja 4,2024-09-11,561
60,Loja 4,2024-10-04,444
5,Loja 3,2024-10-23,258
42,Loja 4,2024-11-08,90
30,Loja 5,2024-11-15,308
31,Loja 3,2024-11-28,472
4,Loja 6,2024-12-12,96
24,Loja 1,2024-10-03,170
44,Loja 6,2024-09-17,338
43,Loja 5,2024-10-30,176
49,Loja 3,2024-09-30,427
35,Loja 4,2024-11-15,86
31,Loja 3,2024-11-08,343
43,Loja 1,2024-11-01,391
55,Loja 5,2024-09-11,455
3,Loja 4,2024-09-05,248
31,Loja 1,2024-09-18,302
47,Loja 3,2024-09-13,527
58,Loja 4,2024-10-04,603
31,Loja 1,2024-09-23,340
8,Loja 5,2024-10-16,315
12,Loja 2,2024-09-27,61
11,Loja 6,2024-10-03,77
30,Loja 2,2024-09-06,467
59,Loja 5,2024-11-30,449
49,Loja 3,2024-10-16,467
30,Loja 4,2024-11-03,156
4,Loja 1,2024-09-26,280
2,Loja 1,2024-11-08,914
3,Loja 3,2024-10-08,1076
38,Loja 3,2024-12-15,1874
57,Loja 3,2024-09-17,207
2,Loja 2,2024-11-26,81
26,Loja 3,2024-10-04,485
46,Loja 6,2024-12-29,1932
41,Loja 1,2024-12-16,320
41,Loja 5,2024-10-03,250
45,Loja 4,2024-09-08,195
11,Loja 1,2024-12-29,34
56,Loja 6,2024-09-26,175
45,Loja 6,2024-11-05,335
9,Loja 1,2024-11-01,66
13,Loja 2,2024-10-18,130
57,Loja 2,2024-10-11,325
33,Loja 5,2024-09-26,102
36,Loja 2,2024-11-25,174
36,Loja 3,2024-12-17,327
56,Loja 4,2024-12-02,858
41,Loja 4,2024-09-27,226
43,Loja 2,2024-12-20,69
21,Loja 4,2024-11-13,472
2,Loja 4,2024-09-11,114
20,Loja 3,2024-11-24,793
27,Loja 5,2024-11-21,251
3,Loja 1,2024-12-13,186
45,Loja 5,2024-09-25,392
11,Loja 6,2024-10-06,69
52,Loja 4,2024-12-03,230
6,Loja 4,2024-12-17,24
59,Loja 3,2024-12-23,486
27,Loja 2,2024-10-11,260
7,Loja 4,2024-12-09,109
46,Loja 5,2024-11-29,119
15,Loja 4,2024-12-18,1027
26,Loja 1,2024-09-23,250
43,Loja 3,2024-09-22,190
36,Loja 1,2024-11-23,101
18,Loja 3,2024-09-19,315
29,Loja 4,2024-11-14,161
23,Loja 2,2024-12-01,14
18,Loja 6,2024-09-11,305
28,Loja 6,2024-12-08,136
52,Loja 3,2024-11-21,206
48,Loja 3,2024-11-22,367
42,Loja 2,2024-09-03,171
33,Loja 2,2024-10-16,277
6,Loja 2,2024-10-14,284
36,Loja 5,2024-10-01,74
59,Loja 4,2024-09-22,665
40,Loja 3,2024-12-03,777
27,Loja 3,2024-11-12,220
58,Loja 2,2024-10-08,510
27,Loja 5,2024-10-22,179
15,Loja 1,2024-09-29,232
52,Loja 6,2024-09-11,299
1,Loja 1,2024-09-12,231
41,Loja 6,2024-10-18,343
2,Loja 1,2024-09-18,339
33,Loja 1,2024-09-08,518
25,Loja 3,2024-10-13,372
19,Loja 4,2024-10-27,194
33,Loja 6,2024-12-20,326
53,Loja 2,2024-12-01,56
15,Loja 4,2024-09-08,287
51,Loja 5,2024-10-12,317
4,Loja 5,2024-10-17,174
50,Loja 3,2024-11-30,174
30,Loja 6,2024-10-28,100
33,Loja 1,2024-09-28,361
41,Loja 3,2024-12-03,201
46,Loja 2,2024-10-07,205
38,Loja 5,2024-10-26,121
58,Loja 1,2024-10-01,98
30,Loja 4,2024-10-02,159
15,Loja 1,2024-12-30,663
53,Loja 1,2024-10-01,190
40,Loja 2,2024-09-08,728
36,Loja 6,2024-11-14,49
8,Loja 4,2024-10-03,264
27,Loja 5,2024-11-22,234
54,Loja 4,2024-09-04,374
29,Loja 4,2024-11-19,166
58,Loja 3,2024-09-24,275
18,Loja 1,2024-11-14,384
39,Loja 1,2024-10-29,376
7,Loja 2,2024-12-20,828
29,Loja 1,2024-12-04,225
42,Loja 2,2024-10-08,450
36,Loja 4,2024-09-05,201
26,Loja 6,2024-12-22,891
52,Loja 5,2024-11-25,269
16,Loja 5,2024-10-20,202
53,Loja 6,2024-12-18,665
6,Loja 5,2024-12-12,13
31,Loja 2,2024-12-04,1449
16,Loja 1,2024-10-22,122
32,Loja 1,2024-12-05,503
15,Loja 5,2024-11-13,208
13,Loja 4,2024-10-18,207
25,Loja 6,2024-11-22,196
32,Loja 5,2024-10-23,897
60,Loja 6,2024-12-17,205
60,Loja 4,2024-12-31,600
49,Loja 4,2024-12-20,322
50,Loja 4,2024-11-05,120
35,Loja 4,2024-11-19,79
15,Loja 4,2024-10-27,1772
39,Loja 2,2024-11-15,40
29,Loja 6,2024-10-14,164
16,Loja 6,2024-10-13,244
16,Loja 6,2024-11-05,347
49,Loja 3,2024-12-26,237
11,Loja 5,2024-09-12,400
20,Loja 4,2024-10-15,251
44,Loja 6,2024-09-09,321
19,Loja 6,2024-10-11,147
27,Loja 6,2024-10-13,293
8,Loja 4,2024-11-13,398
55,Loja 6,2024-12-01,192
4,Loja 2,2024-09-11,412
24,Loja 4,2024-09-02,457
43,Loja 6,2024-10-04,257
53,Loja 1,2024-10-17,149
57,Loja 4,2024-10-02,225
32,Loja 4,2024-10-22,102
16,Loja 1,2024-11-23,91
39,Loja 2,2024-09-26,113
20,Loja 5,2024-11-14,503
57,Loja 3,2024-11-25,281
44,Loja 6,2024-12-26,557
26,Loja 3,2024-12-02,447
27,Loja 3,2024-09-20,241
41,Loja 2,2024-09-19,657
23,Loja 2,2024-10-27,19
17,Loja 3,2024-09-08,375
38,Loja 5,2024-12-14,108
5,Loja 1,2024-09-24,157
11,Loja 2,2024-09-22,436
8,Loja 6,2024-10-26,446
35,Loja 2,2024-12-07,113
48,Loja 6,2024-11-11,469
16,Loja 4,2024-12-03,412
45,Loja 6,2024-10-18,362
47,Loja 6,2024-10-28,145
9,Loja 4,2024-10-20,320
48,Loja 4,2024-12-31,204
42,Loja 1,2024-11-09,197
34,Loja 2,2024-12-17,179
57,Loja 3,2024-11-02,252
47,Loja 5,2024-10-06,187
14,Loja 1,2024-09-09,130
43,Loja 1,2024-09-19,323
32,Loja 2,2024-12-23,31
56,Loja 6,2024-09-10,202
53,Loja 2,2024-10-05,141
26,Loja 4,2024-09-03,264
12,Loja 6,2024-10-13,913
2,Loja 1,2024-09-07,304
35,Loja 1,2024-11-20,899
6,Loja 5,2024-11-30,15
52,Loja 2,2024-09-15,585
16,Loja 3,2024-11-03,198
39,Loja 2,2024-12-07,20
50,Loja 6,2024-10-22,209
22,Loja 3,2024-10-15,234
13,Loja 4,2024-09-03,564
41,Loja 6,2024-12-02,337
31,Loja 2,2024-12-19,763
7,Loja 5,2024-09-28,267
53,Loja 5,2024-12-23,1348
1,Loja 6,2024-12-06,89
32,Loja 4,2024-09-18,56
41,Loja 6,2024-10-24,326
23,Loja 6,2024-10-06,529
38,Loja 3,2024-12-17,1877
17,Loja 3,2024-09-11,419
30,Loja 2,2024-09-05,448
42,Loja 4,2024-12-01,38
51,Loja 2,2024-12-20,483
17,Loja 3,2024-11-28,299
20,Loja 2,2024-11-18,783
55,Loja 2,2024-09-17,189
8,Loja 2,2024-11-26,314
5,Loja 3,2024-09-29,177
28,Loja 3,2024-09-12,170
18,Loja 3,2024-09-28,216
55,Loja 4,2024-09-30,482
38,Loja 2,2024-12-04,155
4,Loja 1,2024-09-20,250
2,Loja 6,2024-10-02,314
4,Loja 5,2024-12-01,159
16,Loja 5,2024-09-15,302
40,Loja 1,2024-09-15,309
43,Loja 3,2024-09-12,178
19,Loja 2,2024-10-02,292
55,Loja 4,2024-10-14,396
36,Loja 2,2024-09-30,216
30,Loja 2,2024-10-31,633
3,Loja 1,2024-09-09,487
50,Loja 6,2024-09-11,529
2,Loja 1,2024-12-16,944
50,Loja 4,2024-12-28,161
49,Loja 6,2024-09-05,479
33,Loja 2,2024-11-06,349
27,Loja 1,2024-09-10,351
32,Loja 2,2024-11-18,32
41,Loja 1,2024-12-15,350
1,Loja 6,2024-09-29,178
52,Loja 4,2024-10-11,268
5,Loja 5,2024-09-10,299
17,Loja 2,2024-12-05,921
43,Loja 6,2024-12-30,56
13,Loja 3,2024-09-26,159
22,Loja 2,2024-11-11,284
5,Loja 2,2024-09-29,73
34,Loja 4,2024-09-10,378
32,Loja 3,2024-09-15,200
51,Loja 1,2024-09-15,631
52,Loja 3,2024-11-12,195
37,Loja 1,2024-10-19,120
3,Loja 3,2024-12-19,943
24,Loja 5,2024-10-08,785
47,Loja 4,2024-11-27,478
22,Loja 6,2024-09-25,81
38,Loja 1,2024-12-03,48
36,Loja 4,2024-12-14,227
1,Loja 1,2024-09-26,281
54,Loja 4,2024-09-22,311
27,Loja 1,2024-11-12,386
17,Loja 4,2024-11-22,72
25,Loja 6,2024-09-09,168
31,Loja 3,2024-12-29,749
57,Loja 1,2024-10-01,363
7,Loja 4,2024-10-25,180
30,Loja 6,2024-10-01,77
17,Loja 1,2024-10-28,319
54,Loja 2,2024-09-24,89
35,Loja 3,2024-10-05,230
38,Loja 6,2024-10-06,545
59,Loja 4,2024-12-31,455
27,Loja 1,2024-12-12,239
38,Loja 1,2024-10-28,65
16,Loja 4,2024-10-15,171
14,Loja 2,2024-10-17,194
20,Loja 4,2024-11-02,153
47,Loja 5,2024-11-22,256
48,Loja 6,2024-09-12,860
29,Loja 4,2024-09-28,244
49,Loja 2,2024-12-27,30
6,Loja 5,2024-12-29,8
5,Loja 4,2024-09-15,439
47,Loja 1,2024-09-04,417
5,Loja 1,2024-12-05,81
23,Loja 2,2024-10-11,40
21,Loja 2,2024-11-22,618
22,Loja 2,2024-12-23,207
47,Loja 3,2024-10-13,388
5,Loja 1,2024-10-14,197
20,Loja 2,2024-10-07,1088
7,Loja 2,2024-12-07,736
52,Loja 6,2024-09-27,456
39,Loja 4,2024-10-29,327
23,Loja 1,2024-10-28,42
59,Loja 4,2024-12-16,632
5,Loja 6,2024-11-22,130
52,Loja 6,2024-09-07,290
32,Loja 4,2024-11-05,78
25,Loja 6,2024-12-04,372
59,Loja 5,2024-10-22,472
5,Loja 3,2024-12-13,63
11,Loja 6,2024-11-03,39
4,Loja 4,2024-11-06,236
58,Loja 1,2024-12-03,125
16,Loja 6,2024-12-30,165
22,Loja 3,2024-11-26,315
11,Loja 1,2024-10-23,63
41,Loja 4,2024-10-16,234
42,Loja 6,2024-11-17,81
49,Loja 3,2024-10-06,424
18,Loja 2,2024-12-19,92
52,Loja 5,2024-11-06,327
17,Loja 3,2024-10-26,454
1,Loja 5,2024-10-23,202
28,Loja 5,2024-11-03,154
11,Loja 1,2024-12-08,64
6,Loja 2,2024-09-05,363
21,Loja 3,2024-12-09,119
45,Loja 1,2024-10-15,317
38,Loja 4,2024-12-04,379
59,Loja 5,2024-12-05,493
50,Loja 6,2024-12-22,247
40,Loja 1,2024-10-10,339
23,Loja 2,2024-12-16,8
19,Loja 2,2024-09-27,313
43,Loja 2,2024-10-01,126
45,Loja 1,2024-12-14,590
2,Loja 6,2024-11-05,470
35,Loja 4,2024-11-03,95
54,Loja 1,2024-09-25,493
12,Loja 2,2024-12-10,40
24,Loja 2,2024-12-31,58
25,Loja 4,2024-10-30,147
28,Loja 5,2024-12-23,173
59,Loja 2,2024-09-06,413
2,Loja 4,2024-12-04,77
38,Loja 4,2024-10-03,401
39,Loja 6,2024-12-12,72
28,Loja 5,2024-10-08,157
34,Loja 3,2024-12-17,553
21,Loja 6,2024-10-07,283
35,Loja 6,2024-12-31,83
37,Loja 3,2024-11-23,1045
54,Loja 5,2024-10-01,679
6,Loja 5,2024-12-10,12
1,Loja 5,2024-11-18,96
48,Loja 2,2024-09-30,169
11,Loja 5,2024-09-27,487
51,Loja 5,2024-10-24,278
29,Loja 2,2024-11-21,40
54,Loja 4,2024-10-07,336
32,Loja 2,2024-09-01,197
58,Loja 1,2024-11-24,133
41,Loja 6,2024-12-31,132
50,Loja 2,2024-10-05,145
20,Loja 3,2024-12-15,1384
6,Loja 2,2024-10-19,336
44,Loja 4,2024-10-08,258
22,Loja 6,2024-11-27,55
46,Loja 1,2024-11-02,183
56,Loja 3,2024-11-11,79
7,Loja 6,2024-09-30,493
20,Loja 4,2024-11-17,90
23,Loja 4,2024-11-06,388
10,Loja 3,2024-11-13,427
38,Loja 4,2024-11-13,420
3,Loja 2,2024-10-09,53
17,Loja 5,2024-12-04,677
15,Loja 6,2024-11-18,828
57,Loja 3,2024-10-17,175
14,Loja 5,2024-11-01,336
25,Loja 5,2024-09-06,125
33,Loja 2,2024-11-30,219
4,Loja 2,2024-10-04,606
55,Loja 4,2024-10-28,264
58,Loja 1,2024-11-20,133
22,Loja 3,2024-11-27,288
49,Loja 3,2024-11-01,753
48,Loja 3,2024-11-25,311
17,Loja 2,2024-10-21,951
16,Loja 5,2024-09-27,192
6,Loja 5,2024-09-18,121
34,Loja 6,2024-12-22,755
43,Loja 5,2024-11-11,228
2,Loja 2,2024-09-24,222
4,Loja 4,2024-11-26,210
12,Loja 4,2024-11-09,151
39,Loja 6,2024-12-19,94
21,Loja 2,2024-12-28,311
42,Loja 3,2024-11-21,140
26,Loja 1,2024-11-26,205
25,Loja 2,2024-10-30,244
29,Loja 6,2024-09-05,287
49,Loja 5,2024-11-21,188
58,Loja 3,2024-12-27,67
22,Loja 5,2024-11-16,190
45,Loja 6,2024-10-01,520
5,Loja 6,2024-11-05,86
47,Loja 1,2024-09-19,674
48,Loja 1,2024-09-20,361
13,Loja 4,2024-12-24,209
15,Loja 6,2024-09-07,466
3,Loja 2,2024-12-14,11
3,Loja 6,2024-10-09,75
37,Loja 3,2024-09-23,958
25,Loja 5,2024-12-27,94
24,Loja 6,2024-11-22,115
8,Loja 3,2024-12-13,265
9,Loja 2,2024-11-04,401
24,Loja 4,2024-11-06,140
12,Loja 3,2024-10-07,162
14,Loja 6,2024-09-17,144
39,Loja 6,2024-11-07,36
17,Loja 5,2024-12-23,603
47,Loja 4,2024-12-10,538
38,Loja 1,2024-12-27,64
5,Loja 5,2024-11-15,193
50,Loja 6,2024-11-12,343
11,Loja 2,2024-11-01,247
19,Loja 4,2024-09-11,250
9,Loja 5,2024-11-11,152
11,Loja 2,2024-09-20,462
18,Loja 1,2024-10-21,289
25,Loja 2,2024-09-07,232
29,Loja 3,2024-12-17,75
16,Loja 3,2024-09-12,486
38,Loja 5,2024-12-03,138
14,Loja 4,2024-11-11,175
43,Loja 6,2024-10-22,146
15,Loja 3,2024-12-27,52
22,Loja 4,2024-12-30,120
17,Loja 6,2024-10-19,133
5,Loja 5,2024-10-05,285
49,Loja 4,2024-10-07,213
1,Loja 1,2024-10-05,243
43,Loja 1,2024-11-19,186
23,Loja 5,2024-09-07,215
2,Loja 6,2024-09-03,438
4,Loja 2,2024-12-15,787
7,Loja 5,2024-12-09,183
45,Loja 6,2024-11-02,296
6,Loja 1,2024-12-23,87
27,Loja 5,2024-09-09,258
17,Loja 6,2024-12-26,187
9,Loja 1,2024-12-24,90
23,Loja 1,2024-12-02,7
12,Loja 5,2024-10-17,51
16,Loja 5,2024-09-25,196
43,Loja 6,2024-09-28,214
32,Loja 5,2024-11-16,1009
28,Loja 4,2024-09-24,473
3,Loja 6,2024-09-01,208
19,Loja 6,2024-11-20,249
21,Loja 6,2024-10-11,273
11,Loja 1,2024-12-24,38
56,Loja 5,2024-09-03,225
47,Loja 6,2024-11-02,183
27,Loja 5,2024-09-06,297
2,Loja 2,2024-12-02,52
17,Loja 6,2024-10-22,110
19,Loja 2,2024-09-01,289
23,Loja 3,2024-12-31,95
35,Loja 6,2024-12-23,96
29,Loja 3,2024-09-28,143
50,Loja 1,2024-10-06,209
20,Loja 6,2024-12-02,95
55,Loja 1,2024-11-29,1143
14,Loja 5,2024-09-11,255
40,Loja 6,2024-12-24,21
47,Loja 1,2024-09-12,468
22,Loja 6,2024-09-18,108
16,Loja 5,2024-09-06,298
1,Loja 1,2024-11-16,133
35,Loja 6,2024-10-27,34
52,Loja 6,2024-10-20,730
9,Loja 2,2024-12-18,207
49,Loja 4,2024-12-23,293
2,Loja 4,2024-10-10,78
19,Loja 2,2024-12-28,86
48,Loja 6,2024-10-27,289
3,Loja 2,2024-09-27,72
18,Loja 6,2024-11-20,56
55,Loja 1,2024-12-24,1884
34,Loja 6,2024-11-19,818
3,Loja 5,2024-12-27,226
42,Loja 6,2024-11-24,68
2,Loja 3,2024-10-06,296
49,Loja 5,2024-12-09,148
25,Loja 4,2024-11-22,88
31,Loja 1,2024-11-17,205
60,Loja 1,2024-10-23,162
22,Loja 4,2024-12-23,126
23,Loja 4,2024-10-20,338
51,Loja 4,2024-10-29,183
33,Loja 4,2024-10-18,435
25,Loja 3,2024-12-26,236
24,Loja 3,2024-10-16,111
14,Loja 6,2024-11-03,237
40,Loja 2,2024-11-01,125
56,Loja 3,2024-12-31,76
21,Loja 1,2024-09-18,340
50,Loja 4,2024-11-30,74
30,Loja 2,2024-12-25,956
16,Loja 1,2024-12-04,78
24,Loja 6,2024-09-30,244
33,Loja 6,2024-10-24,508
29,Loja 3,2024-09-13,254
18,Loja 3,2024-12-14,65
30,Loja 6,2024-12-10,82
34,Loja 3,2024-09-05,427
37,Loja 6,2024-11-25,199
28,Loja 3,2024-10-30,304
54,Loja 3,2024-10-19,121
36,Loja 3,2024-11-27,472
47,Loja 2,2024-09-22,509
54,Loja 3,2024-12-12,255
9,Loja 3,2024-10-28,133
10,Loja 1,2024-11-30,33
11,Loja 4,2024-09-27,194
5,Loja 6,2024-12-06,84
31,Loja 6,2024-10-29,152
12,Loja 4,2024-09-04,365
39,Loja 5,2024-11-17,130
7,Loja 3,2024-10-03,448
26,Loja 6,2024-10-23,477
24,Loja 2,2024-10-10,333
52,Loja 4,2024-11-26,341
6,Loja 4,2024-10-20,79
35,Loja 6,2024-09-20,88
58,Loja 3,2024-09-28,271
46,Loja 2,2024-12-27,106
27,Loja 5,2024-10-07,239
40,Loja 5,2024-12-01,743
11,Loja 3,2024-12-24,140
47,Loja 2,2024-09-05,486
37,Loja 6,2024-12-31,165
24,Loja 2,2024-09-25,254
56,Loja 1,2024-10-08,332
4,Loja 1,2024-11-25,169
54,Loja 6,2024-09-22,392
8,Loja 5,2024-12-13,182
30,Loja 3,2024-12-30,722
42,Loja 2,2024-09-01,165
50,Loja 3,2024-10-30,119
17,Loja 1,2024-10-03,247
60,Loja 1,2024-12-09,99
39,Loja 1,2024-09-25,290
33,Loja 3,2024-11-23,87
4,Loja 1,2024-12-07,274
55,Loja 1,2024-12-12,1826
18,Loja 5,2024-10-16,490
60,Loja 5,2024-09-07,85
37,Loja 4,2024-12-02,362
38,Loja 5,2024-11-29,107
45,Loja 6,2024-11-09,307
14,Loja 4,2024-12-03,335
7,Loja 1,2024-09-13,220
37,Loja 2,2024-10-06,223
11,Loja 5,2024-12-22,162
25,Loja 1,2024-09-18,390
19,Loja 3,2024-11-21,197
49,Loja 1,2024-10-08,377
43,Loja 5,2024-12-07,173
11,Loja 1,2024-11-18,116
53,Loja 5,2024-11-12,1487
10,Loja 2,2024-09-14,333
39,Loja 6,2024-09-09,103
47,Loja 4,2024-10-05,251
26,Loja 5,2024-12-25,287
8,Loja 5,2024-11-19,109
35,Loja 1,2024-11-21,997
60,Loja 1,2024-11-11,198
35,Loja 1,2024-10-29,795
9,Loja 6,2024-10-26,408
23,Loja 6,2024-10-04,551
51,Loja 6,2024-11-22,68
34,Loja 4,2024-10-03,332
7,Loja 5,2024-09-23,379
3,Loja 2,2024-11-22,22
55,Loja 3,2024-11-03,104
23,Loja 6,2024-12-16,124
25,Loja 3,2024-11-22,320
17,Loja 4,2024-12-25,88
42,Loja 5,2024-10-20,86
17,Loja 2,2024-09-06,536
43,Loja 1,2024-12-20,98
18,Loja 5,2024-11-17,563
38,Loja 2,2024-11-01,223
28,Loja 5,2024-12-04,381
8,Loja 1,2024-12-06,374
7,Loja 3,2024-10-31,450
50,Loja 2,2024-12-03,97
11,Loja 1,2024-11-06,118
25,Loja 2,2024-09-11,207
34,Loja 1,2024-10-11,156
48,Loja 6,2024-10-21,405
48,Loja 6,2024-12-17,239
10,Loja 5,2024-10-02,193
15,Loja 3,2024-12-17,38
36,Loja 1,2024-09-05,194
36,Loja 2,2024-10-28,337
44,Loja 4,2024-12-04,91
47,Loja 5,2024-10-16,361
55,Loja 2,2024-09-03,307
42,Loja 5,2024-12-22,95
19,Loja 4,2024-10-29,239
